Topic Category,Page Title,URL,Scrape Date,Content Hash,In Brief Summary,Content Extract
Borstkanker,Ik krijg extra borstonderzoek omdat ik een grotere kans op borstkanker heb,https://www.thuisarts.nl/borstkanker/extra-borstonderzoek-bij-grotere-kans-borstkanker,2026-05-31 14:48:49,01e07b4663d8fa52643b206ce278913c5f53110bccf084d3cdd3ef6881ba5e53,"• Welke onderzoeken je kunt krijgen, hangt af van je leeftijd. En hoe groot jouw kans op borstkanker is.
• Merk je dat er iets aan je borst is veranderd? Maak dan een afspraak bij je huisarts.","Vrouwen die een grotere kans hebben op borstkanker, kunnen soms extra borstonderzoek krijgen. Je kunt dit bijvoorbeeld krijgen als 1 of meer van deze dingen bij jou zo zijn: Je hebt een erfelijke aanleg voor borstkanker . En de arts denkt dat de kans dat je een keer in je leven borstkanker krijgt, 20 procent of hoger is. In je familie komt vaker borstkanker voor, maar er is geen erfelijke aanleg gevonden. En de arts denkt dat de kans dat je een keer in je leven borstkanker krijgt, 20 procent of hoger is. Artsen noemen dit familiaire borstkanker. Je hebt toen je jonger dan 40 jaar was bestraling gehad van je borstkas of oksel voor iets anders dan borstkanker. Je hebt dan een veel grotere kans om borstkanker te krijgen. Vanaf 8 jaar na de bestraling krijg je extra borstonderzoek. Mannen met een grotere kans op borstkanker krijgen geen extra borstonderzoek. Heb je eerder borstkanker gehad? Of een voorstadium van borstkanker (DCIS)? Dan krijg je andere controles voor borstkanker . Wil je weten of je misschien een grotere kans hebt op borstkanker? Of maak je je zorgen over borstkanker in je familie? Bespreek dit dan met je huisarts. Die kan als het nodig is extra borstonderzoek laten doen. Of je doorsturen naar een erfelijkheids-arts . Die kan inschatten hoe groot jouw kans is op borstkanker. Samen bespreek je of extra borstonderzoek nodig is. Welke onderzoeken je kunt krijgen, hangt af van je leeftijd en hoe groot jouw kans op borstkanker is. Denkt de arts dat de kans dat jij in je leven een keer borstkanker krijgt tussen de 20 en 30 procent is? Dan krijg je als je 40 tot 50 jaar bent, 1 keer per jaar borstfoto's via je huisarts ( röntgenfoto van je borst: mammogram ). Ben je 50 jaar of ouder, dan krijg je elke 2 jaar borstfoto's. Dit kan via het bevolkings-onderzoek borstkanker . Denkt de arts dat de kans dat jij in je leven een keer borstkanker krijgt tussen de 30 en 50 procent is? Dan hangt het af van je leeftijd welke onderzoeken je kunt krijgen: Ben je 35 tot 40 jaar, dan krijg je elke 1,5 jaar een MRI. En een afspraak met de arts of verpleegkundige in het ziekenhuis. Ben je 40 tot 60 jaar, dan kun je het ene jaar borstfoto's krijgen en het andere jaar een MRI. Of elke 1,5 jaar een MRI en een afspraak met de arts of verpleegkundige in het ziekenhuis. Dit hangt af van het ziekenhuis waar je naartoe gaat. Ben je 60 jaar of ouder, dan krijg je elke 2 jaar borstfoto's. Dit kan via het bevolkings-onderzoek borstkanker. Denkt de arts dat de kans dat jij in je leven een keer borstkanker krijgt 50 procent of meer is? Dan hangt het af van je leeftijd welke onderzoeken je kunt krijgen:"
Borstkanker,Ik krijg onderzoek in het ziekenhuis om te weten of ik borstkanker heb,https://www.thuisarts.nl/borstkanker/ik-krijg-onderzoek-naar-borstkanker,2026-05-31 14:48:51,6563b8276c913376c435c5c318888d8e711657f77288ef815b0d7fb55a19a59f,"• In het ziekenhuis krijg je 1 of meer onderzoeken. Bijvoorbeeld borstfoto's of een echo van je borst.
• Na de onderzoeken weet de arts of je borstkanker hebt of niet.
• Hou je klachten of verandert er iets aan je borsten? Ga dan naar je huisarts.","Is op de borstfoto's van het bevolkings-onderzoek iets te zien is wat misschien borstkanker kan zijn? Dan krijg je onderzoek in het ziekenhuis. Je kunt ook onderzoek krijgen als je bij je huisarts bent geweest omdat er iets is veranderd aan je borst . Bijvoorbeeld 1 of meer van deze dingen: Je hebt een knobbeltje in je borst. Er zitten schilfers op je tepel. Of om je tepel heen. Je tepel is naar binnen getrokken. Er komt bruin of bloederig vocht uit je tepel. Of er komt na de overgang vocht uit je tepel. Ook helder of wit vocht. Er zitten 1 of meer deukjes in de huid van je borst. Je borst is rood en warm en doet pijn. En je geeft geen borstvoeding of bent niet zwanger. Je hebt hiervoor al medicijnen tegen een ontsteking door bacteriën gekregen (antibiotica). Maar die hebben niet geholpen. Je huisarts stuurt je dan door naar het ziekenhuis. In het ziekenhuis krijg je de onderzoeken meestal op de polikliniek voor borstonderzoek. Dit heet de mammapoli. Heb je een grotere kans op borstkanker? Dan krijg je extra borstonderzoek. De periode voor de onderzoeken in het ziekenhuis, kan spannend en vervelend zijn. Veel mensen voelen zich onrustig of slapen slecht. Praat erover met iemand die je goed kent. Bijvoorbeeld een partner, familielid of goede vriend. Op de mammapoli krijg je 1 of meer van deze onderzoeken: borstfoto's ( röntgenfoto van je borst: mammogram ) een echo van je borst een prik om cellen en vocht uit je borst te halen (punctie)"
Borstkanker,Ik heb borstkanker (vrouw),https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-vrouw,2026-05-31 14:48:53,a54c0f6f2a363649a166ec0b40bfcc1d6998c4b3ff90caa18c87f73a8b40df30,"• Kies samen met je arts de behandeling die het beste bij je past.
• Als er geen uitzaaiingen zijn, kun je meestal een operatie krijgen:
  ◦ een operatie waarbij de chirurg de borstkanker wegsnijdt, met daarna bestraling
  ◦ of een operatie waarbij je je borst weg laat halen
• Bij uitgezaaide borstkanker kun je behandelingen krijgen tegen de klachten.","Bij borstkanker groeit er een groep kankercellen in je borst. Je kunt klachten hebben, zoals een knobbeltje in de borst of eczeem bij de tepel. Je kunt er ook niks van merken en door borstfoto's en ander onderzoek weten dat je borstkanker hebt. Er zijn verschillende soorten borstkanker: De kankercellen zitten alleen op 1 plek: in de melkgangen (DCIS) of melkklieren (LCIS). Er zijn geen kankercellen in het vet of ander weefsel van de borst gegroeid. Er kunnen geen kankercellen verder het lichaam ingaan (niet uitzaaien). De kankercellen zijn in het vet en ander weefsel van de borst gegroeid. Deze kanker kan uitzaaien. Bijvoorbeeld naar de botten of de lever. Deze soort borstkanker komt het meeste voor. Veel vrouwen krijgen borstkanker: in Nederland 12 van de 100 vrouwen. Borstkanker komt ook voor bij mannen. In Nederland krijgen elk jaar ongeveer 150 mannen borstkanker. De behandeling is bijna hetzelfde als bij vrouwen. Lees verder bij borstkanker (man) . In ons lichaam worden steeds nieuwe cellen gemaakt. Oude cellen worden opgeruimd. Soms gaat daarbij iets mis. Er ontstaan cellen die sneller delen. Daardoor komen er sneller nieuwe cellen bij. Waardoor dit in de borst gebeurt, is nog niet precies duidelijk. Wel is duidelijk dat de kans op borstkanker groter is in deze situaties: Als je ouder wordt. Borstkanker komt het meeste voor bij vrouwen ouder dan 60 jaar. Als borstkanker in je familie voorkomt. Je kunt een erfelijke aanleg hebben voor borstkanker . Dit is zo bij 1 van de 12 vrouwen met borstkanker. In je DNA zit dan een fout in een gen. Bijvoorbeeld in het gen BRCA1 of het gen BRCA2. Zo'n fout geeft een groter risico op borstkanker, en ook op eierstok-kanker . Als je alcohol drinkt. Alcohol maakt de kans op borstkanker groter. Als je rookt. Roken maakt de kans op borstkanker groter. Als je heel lang de vrouwelijke hormonen oestrogeen en progesteron in je lichaam hebt. De kans op borstkanker wordt daarom iets groter: als je op jonge leeftijd ongesteld werd als je pas heel laat in de overgang komt als je niet zwanger bent geweest als je eerste zwangerschap op latere leeftijd was als je de pil lang slikt als je na de overgang hormonen blijft slikken tegen klachten in de overgang als je na de overgang overgewicht hebt"
Borstkanker,Ik heb borstkanker (man),https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-man,2026-05-31 14:48:56,76014361f160e975560aca0dc65952da73ea7b00754f91b653c341737f1852ff,"• In Nederland krijgen elk jaar ongeveer 150 mannen borstkanker.
• De behandeling van borstkanker bij mannen is bijna hetzelfde als bij vrouwen.
• Meestal krijg je een operatie waarbij de hele borst met de kanker wordt weggehaald.
• Daarvoor of daarna krijg je nog andere behandelingen.
• Je bespreekt met de arts welke behandeling het beste bij je past.","Bij borstkanker groeit er kanker in je borst. Bij mannen onder 1 van beide tepels, of onder allebei. Of in de huid van de borst. In Nederland krijgen elk jaar ongeveer 150 mannen borstkanker. De behandeling is bijna hetzelfde als bij vrouwen. De meeste mannen die borstkanker krijgen, zijn ouder dan 60 jaar. Vaak hebben meer mensen in de familie borstkanker. De borstkanker is dan erfelijk. Als je klachten hebt die passen bij borstkanker, stuurt de huisarts je door naar het ziekenhuis. Daar kun je deze onderzoeken krijgen: een röntgenfoto van je borst (mammogram) een echo van de borst Je kunt ook deze onderzoeken krijgen: een punctie: de arts zuigt met een naald cellen en vocht op uit je borst. En laat in het laboratorium onderzoeken of hier kanker in zit. een biopsie: de arts haalt met een naald een heel klein stukje uit je borst. En laat in het laboratorium onderzoeken of hier kanker in zit. Na de onderzoeken hoor je hoe ernstig de borstkanker bij jou is. Artsen gebruiken daar een cijfer voor (het stadium). Stadium 1 is het minst erg, stadium 4 het ergst. Uit het onderzoek blijkt ook welk soort borstkanker je hebt. Deze soorten zijn er: Kanker die is ontstaan in de melkgangen. De meeste mannen hebben deze soort. Kanker die is ontstaan in de melkklieren. Cellen die kanker kunnen worden, maar het nog niet zijn. De medische naam hiervoor is DCIS. De behandelingen voor mannen met borstkanker zijn bijna hetzelfde als voor vrouwen."
Borstkanker,Ik heb borstkanker en wil een behandeling kiezen,https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-en-wil-behandeling-kiezen,2026-05-31 14:48:59,110599146158072be017dcaa24f46008a1d91a5d690246f4d166ca9d62a6ff2a,"• Mogelijke behandelingen bij borstkanker zijn:
  ◦ een operatie
  ◦ bestraling
  ◦ chemotherapie
  ◦ medicijnen met anti-hormonen of tegen groei-eiwit
• Je bespreekt met de arts welke behandeling het beste bij je past. Dit hangt af van het soort borstkanker. En van wat je zelf belangrijk vindt.",Medicijnen met anti-hormonen Keuzekaart hormoon-gevoelige borstkanker Medicijnen tegen groei-eiwit De meeste vrouwen met borstkanker krijgen 1 of meer van deze behandelingen: een behandeling met medicijnen met anti-hormonen een behandeling met medicijnen tegen groei-eiwit Meestal krijg je meerdere behandelingen tegelijk of na elkaar. Samen met je arts bespreek je welke behandelingen jij kunt krijgen. Dit hangt bijvoorbeeld af van deze dingen: Hoe groot de kanker is. En of de kanker naar andere delen van je lichaam is gegaan (doorgegroeid of uitgezaaid). Artsen gebruiken hier een cijfer voor (het stadium ). Welk soort kanker je hebt. Bijvoorbeeld of de kanker is begonnen in de melkgangen of in de melkklieren. Hoe snel de kanker groeit. Of de kanker groeit door vrouwelijke hormonen. Of de kanker veel groei-eiwit heeft. Hoe gezond je verder bent. Of je in de overgang bent. Of meer mensen in de familie borstkanker hebben. Je kunt dan erfelijke borstkanker hebben.
Borstkanker,Ik heb borstkanker. Welke operatie is geschikt voor mij?,https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-welke-operatie-is-geschikt-voor-mij,2026-05-31 14:49:01,ba2fe6dfb015b6fcad822cf7c6cb235e62303fa5d5a2da61443b8aff92c5b2c4,"• Er zijn 2 operaties:
  ◦ borst-sparende operatie: de arts snijdt de kanker uit de borst
  ◦ borst-amputatie: de arts haalt de hele borst weg
• Welke operatie je kunt krijgen, hangt af van je situatie. En van wat je zelf belangrijk vindt.
• Praat hierover met je arts.","Bij een borstoperatie haalt de arts de kanker weg. Er zijn 2 soorten operaties: een operatie waarbij de kanker uit de borst gehaald wordt Artsen noemen dit een borst-sparende operatie. een operatie waarbij de arts de hele borst weghaalt Artsen noemen dit een borst-amputatie. De arts snijdt de kanker weg. En een stukje gezonde borst eromheen. De arts probeert een zo groot mogelijk deel van je borst te laten zitten. Daarom heet de operatie borst-sparend. Meestal kan de arts tijdens dezelfde operatie de vorm van je borst weer goed maken. Je blijft later wel een litteken zien. De operatie duurt minder dan 2 uur. Meestal kun je de volgende dag weer naar huis. Het duurt dan nog wel een paar weken voordat de wond en het gebied rond de operatie weer genezen zijn. Na deze operatie krijg je bestraling. Een bestraling duurt een paar minuten. Je gaat meestal 5 keer per week naar het ziekenhuis voor een bestraling. Dat moet 3 tot 5 weken achter elkaar. Veel vrouwen met borstkanker kunnen een borst-sparende operatie krijgen. De arts haalt de hele borst weg, met ook de tepel en de tepelhof. Tijdens of na de operatie kun je meestal een nagemaakte borst in je lichaam krijgen. De operatie duurt een paar uur. Meestal mag je na ongeveer 4 dagen naar huis. Het duurt daarna nog een paar weken voordat de wond en het gebied rondom je borst weer genezen zijn. Ook daarna kun je nog een tijdje niet alles doen. Je krijgt niet altijd bestraling na een borst-amputatie. Maar soms wel. Krijg je wel bestraling? Dan kan het beter zijn om een paar maanden te wachten voordat je een nagemaakte borst in je lichaam krijgt. Een borst-amputatie kan de beste keuze zijn. Bijvoorbeeld als je borst klein is en de kanker groot. Bijvoorbeeld bij mannen. Je bespreekt met de arts welke operatie je kunt krijgen. Deze dingen zijn daarbij belangrijk: Hoe groot is de kanker in je borst? De arts haalt de hele borst weg als de kanker heel groot is. Of als de kanker onduidelijke randen heeft. Zit de kanker op 1 plek? Of zijn er meer plekken met kanker in je borst? Als er meer plekken met kanker zijn, is het beter om de hele borst weg te halen. Kun je bestraling krijgen? Bestraling kan bijvoorbeeld niet veilig zijn voor je baby als je zwanger bent. Na een borst-sparende operatie is altijd bestraling nodig. Wat is het mooiste bij jou? Bespreek met de arts wat bij jou waarschijnlijk het mooiste is. Heb je een erfelijke vorm van borstkanker? Sommige vrouwen kiezen er dan bewust voor om de hele borst weg te laten halen. Welke operatie je krijgt, hangt ook af van wat je zelf belangrijk vindt. Bijvoorbeeld hoe je borsten eruitzien na de operatie. Of hoe snel je weer beter wordt na de operatie. En of je nog bestraling of medicijnen moet krijgen."
Borstkanker,Ik heb borstkanker en krijg een operatie waarbij ik een deel van mijn borst hou,https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-en-krijg-operatie-waarbij-ik-deel-van-mijn-borst-hou,2026-05-31 14:49:04,b121b9150d617dcff28fa28aac8935f9cfd3770f0525a300edec7568e140fc5c,"• De meeste vrouwen met borstkanker kunnen een operatie krijgen waarbij ze een deel van hun borst houden.
• Bij mannen met borstkanker is dit meestal niet mogelijk.
• Bij de operatie snijdt de arts de kanker weg uit de borst.
• Na de operatie krijg je meestal bestraling. Dit is nodig om de laatste restjes kanker weg te krijgen.
• Het duurt een paar weken voordat de wond genezen is.","Adviezen voor de operatie Vorm borst herstellen Klachten na de operatie Adviezen na de operatie De meeste vrouwen met borstkanker kunnen een operatie krijgen waarbij ze een deel van hun borst houden. Dit heet een borst-sparende operatie. Bij mannen met borstkanker is dit bijna nooit mogelijk. Of je een borst-sparende operatie kunt krijgen, hangt bijvoorbeeld af van deze dingen: Of de kanker klein is, vergeleken met je borst. Want dan kan het grootste deel van de borst blijven zitten nadat de arts de kanker eruit heeft gehaald. Of de arts denkt dat die je borst weer mooi kan maken. Of je bestraling kunt krijgen. Want na een borst-sparende operatie is meestal bestraling nodig. Of je borst al eerder bestraald of geopereerd is. Je bespreekt met de arts of je een borst-sparende operatie wilt en kunt krijgen . Soms krijg je voor de operatie al een behandeling om de kanker in je borst kleiner te maken. Bijvoorbeeld chemotherapie. Hierdoor hoeft de arts minder uit je borst weg te snijden. Je arts bespreekt met je wat in jouw situatie het beste is. Als de kanker niet goed te voelen is, krijg je iets in je borst waardoor de arts tijdens de operatie weet waar de kanker zit. Bijvoorbeeld een dun ijzerdraadje, of een klein magneetje, of vloeistof die straling afgeeft. Je krijgt dit in het ziekenhuis op de dag van de operatie, of 1 of meer dagen ervoor. Je krijgt onderzoek om te weten welke lymfeklier de arts tijdens de operatie moet weghalen. Je krijgt daarvoor een prik in je borst met een beetje vloeistof die straling afgeeft. Daarna krijg je een scan waarop de lymfeklieren te zien zijn. De arts weet dan naar welke lymfeklier de kanker als eerste kan uitzaaien. En kan die tijdens de operatie weghalen. Artsen noemen die lymfeklier de schildwacht-klier. Meestal zit de schildwachtklier in je oksel. Soms op een andere plek in de buurt van je borst, zoals naast je borstbeen of sleutelbeen."
Borstkanker,Ik heb borstkanker en krijg een operatie waarbij de arts mijn hele borst weghaalt,https://www.thuisarts.nl/borstkanker/ik-heb-borstkanker-en-krijg-operatie-waarbij-arts-mijn-hele-borst-weghaalt,2026-05-31 14:49:06,2c5c28aacc5202127e9788b9fdf26c24692e6490390deed7f6e39c4a7a783679,"• De arts haalt bij borstkanker de hele borst weg als de kanker groot is en de borst klein.
• Mannen met borstkanker kunnen alleen deze operatie krijgen.
• De arts haalt tijdens de operatie de hele borst weg.
• Je kunt tijdens of na de operatie een nagemaakte borst krijgen.
• Na de operatie kun je nog andere behandelingen krijgen. Bijvoorbeeld bestraling of chemotherapie.","Voorbereiding op de operatie Adviezen voor de operatie Klachten na de operatie Adviezen na de operatie Soms moet de arts bij borstkanker de hele borst weghalen. Dat heet een borst-amputatie. De hele borst weghalen is nodig bij deze dingen: De borst is klein en de kanker groot. Je hebt kanker in de melkgangen. De kanker zit op meer dan 1 plek in de borst. De borstkanker is teruggekomen na een eerdere behandeling. Meer mensen in de familie hebben borstkanker ( erfelijke borstkanker ). Je bent jonger dan 30 jaar. Bij mannen met borstkanker is alleen deze operatie mogelijk. Heb je een gen-fout en daardoor een grotere kans op borstkanker? Dan kun je ervoor kiezen om je borsten weg te laten halen voordat je kanker krijgt. De kans dat je dan nog borstkanker krijgt, is heel klein. Samen met je arts beslis je of wel of niet een nagemaakte borst wilt . En wanneer. Je krijgt onderzoek om te weten welke lymfeklier de arts tijdens de operatie moet weghalen. Je krijgt daarvoor een prik in je borst met een beetje vloeistof die straling afgeeft. Daarna krijg je een scan waarop de lymfeklieren te zien zijn. De arts weet dan naar welke lymfeklier de kanker als eerste kan uitzaaien. En kan die tijdens de operatie weghalen."
Borstkanker,Mijn borst wordt weggehaald en ik denk na over een nagemaakte borst,https://www.thuisarts.nl/borstkanker/mijn-borst-wordt-weggehaald-en-ik-denk-na-over-nagemaakte-borst,2026-05-31 14:49:07,a19796a2ee30a125dd68d71cc3d96874e7f06867d08474d7244d5ac404b66886,"• Heb je borstkanker en wordt je hele borst weggehaald? Dan kun je een nagemaakte borst krijgen.
• Je kunt direct een nagemaakte borst krijgen of later.
• Je kunt er ook voor kiezen om je borst niet na te laten maken.
• Je bespreekt met de arts wat het beste bij jou past. En wat je zelf wilt.","Nagemaakte borst kiezen Direct een nagemaakte borst Later een nagemaakte borst Nagemaakte borst op je lichaam Als de arts bij de operatie je hele borst weghaalt, kun je een nagemaakte borst krijgen. Je kunt kiezen uit deze dingen: Direct een nagemaakte borst. Later een nagemaakte borst. Geen nagemaakte borst. Als je wilt, kun je wel een nagemaakte borst in je beha dragen. Of op je lichaam. Heb je bestraling gehad? Of ga je nog bestraling krijgen? Dan is het moeilijker om je borst te laten namaken. Je bespreekt met de arts die de operatie doet wat in jouw situatie het beste is. Er zijn nagemaakte borsten voor in je lichaam en voor buiten je lichaam. Je krijgt tijdens een operatie een nagemaakte borst in je lichaam geplaatst. Dit is een kleine operatie die kort duurt. Je bent sneller weer beter dan na een operatie met een stuk van je eigen lichaam. De nieuwe borst voelt kouder aan dan de andere borst. Als je klachten krijgt van de borst van siliconen, moet deze vervangen worden. Bijvoorbeeld als de borst hard voelt of pijn doet door veel littekens om de siliconen heen. Je moet dan een nieuwe operatie krijgen."
Borstkanker,Ik heb borstkanker die naar andere delen van mijn lichaam is gegaan (uitzaaiingen),https://www.thuisarts.nl/borstkanker/ik-heb-uitgezaaide-borstkanker,2026-05-31 14:49:09,58d8ca1e9b35d34cc8c26dce27897179401095cf696224cf9ea41ec37e6c8bce,"• Borstkanker kan naar andere delen van je lichaam gaan (uitzaaiingen). Als dat gebeurt, gaat borstkanker meestal naar je botten, lever, longen of hersenen.
• Je kunt dan meestal niet meer helemaal beter worden.
• Je kunt wel behandelingen krijgen om langer te leven. En om minder klachten te hebben.
• Samen met je arts bespreek je welke behandelingen je kunt en wilt krijgen.","Klachten door anti-hormonen Bij ongeveer 1 van de 5 vrouwen met borstkanker gaat de kanker naar andere delen van het lichaam (uitzaaiingen). Het is niet bekend bij hoeveel mannen dit gebeurt. De kanker gaat dan via de lymfe-vaten of via het bloed naar een andere plek in het lichaam. Meestal naar de botten. Of naar de longen, lever, hersenen of lymfe-klieren. Op die plek krijg je dan ook kanker. Je kunt behandelingen krijgen om te zorgen dat de kanker minder snel groeit. En niet verder je lichaam in gaat. Deze behandelingen zijn dan bedoeld om langer te leven en minder klachten te hebben. Bijvoorbeeld pijn. Je kunt van kanker erg moe zijn. Welke klachten je verder krijgt, hangt af van de plek waar de kanker naartoe is gegaan. En hoe groot de uitzaaiingen zijn. Als de kanker naar je botten is gegaan, kun je deze klachten krijgen: pijn in je rug of in je nek pijn bij lopen of zitten pijn bij het borstbeen of de ribben tintelingen of een dof gevoel in je armen of benen. Of je voelt je armen of benen niet. Als de kanker naar je lever is gegaan, kun je deze klachten krijgen: misselijk zijn of pijn in je bovenbuik minder zin om te eten een gele huid en geel oogwit Als de kanker naar je longen is gegaan, kun je deze klachten krijgen:"
Borstkanker,Ik heb een operatie gehad voor borstkanker. Hoe gaat het verder?,https://www.thuisarts.nl/borstkanker/hoe-gaat-verder-na-operatie-bij-borstkanker,2026-05-31 14:49:11,52a3a68a27092649c6c81765b8a55f4ad183bb29d094f89545aba29bf9044e4a,"• Vaak krijg je na een borst-operatie nog een behandeling.
• Bijvoorbeeld bestraling, chemotherapie, medicijnen met anti-hormonen of medicijnen tegen groei-eiwitten.
• Dit is bedoeld om de rest van de kanker weg te halen.
• De behandeling kan er ook voor zorgen dat de borstkanker niet terugkomt. Of niet naar andere delen van je lichaam gaat (uitzaaiingen).","Medicijnen met anti-hormonen Medicijnen tegen groei-eiwit De behandelingen voor borstkanker kunnen zwaar zijn. Het helpt als je fit blijft. Dan is de kans kleiner dat je problemen krijgt tijdens en na de behandeling. Rook je? Stop daar dan mee . Als je rookt, heb je een grotere kans op problemen na de operatie. Zoals een bloeding of een prop in een bloedvat (trombose). Beweeg genoeg . Ga bijvoorbeeld wandelen, fietsen of zwemmen. Vind je het moeilijk om genoeg te bewegen? Een fysiotherapeut kan je hierbij helpen. Eet gezond . Een diëtist kan je hierbij helpen. In veel ziekenhuizen kun je hierbij hulp krijgen. Praat erover met je arts of verpleegkundige. Bestraling maakt kankercellen dood die misschien nog in de borst zitten. Daardoor heb je minder kans dat de kanker terugkomt. Na een borst-sparende operatie krijg je bijna altijd bestraling. Meestal 5 keer per week, en dat 3 tot 6 weken achter elkaar. Een bestraling zelf duurt een paar minuten. Soms krijg je tijdens de operatie een bestraling. Soms krijg je ook bestraling na een borst-amputatie. De arts bestraalt dan je borstkas. Dat kan nodig zijn bij deze dingen: De kanker was heel groot. De arts kon de kanker niet helemaal wegsnijden. Bestraling heeft bijwerkingen, zoals een dunne huid of littekens. Bij chemotherapie krijg je medicijnen die kankercellen doodmaken. Vaak krijg je een combinatie van verschillende medicijnen."
Borstkanker,Ik ben behandeld voor borstkanker. Welke controles krijg ik?,https://www.thuisarts.nl/borstkanker/behandeld-voor-borstkanker-welke-controles,2026-05-31 14:49:12,64d8d9f6a251515ee2639dde18a7eb059c6332080de4d8c18a9680d4fd38a00f,"• Je gaat nog minstens 3 jaar voor controle naar het ziekenhuis.
• Je bespreekt met je arts of verpleegkundige hoe het met je gaat. En of je klachten hebt na je behandeling.
• Meestal krijg je elk jaar borstfoto's.
• Ben je bang voor de controles? Praat er dan over.
• Merk je een verandering van je borst, oksel of litteken? Of heb je nieuwe klachten? Maak dan eerder een afspraak bij je arts, verpleegkundige of huisarts.","Hoe gaan de controles Bang zijn voor controles Als de kanker weg is na je behandeling, ga je nog minstens 3 jaar voor controle naar het ziekenhuis. Je spreekt met je arts of verpleegkundige af hoe vaak. Dat hangt bijvoorbeeld af van je leeftijd en de kans dat de borstkanker terugkomt. Het is verstandig om zelf je borsten en oksels te onderzoeken . Dit doe je door te kijken en te voelen. Je arts of verpleegkundige vertelt je hoe vaak je dit kunt doen. Merk je dat er iets is veranderd aan je borst , je oksel of het litteken? Maak dan een afspraak met je arts of verpleegkundige in het ziekenhuis. Of bespreek het met je huisarts. Als de kanker naar andere delen van je lichaam is gegaan (uitzaaiingen), krijg je ook regelmatig controles . Tijdens de controle krijg je een gesprek met je arts of verpleegkundige. Daarmee bespreek je bijvoorbeeld deze dingen: Is er iets veranderd aan je lichaam? Welke klachten heb je? Kun je hier een behandeling voor krijgen? Heb je pijn? Bijvoorbeeld op de plek van de operatie? Voel je dat je sterker wordt? Of blijf je moe? Kun je je schouder goed bewegen? Kun je alle dingen doen die je wilt? Zoals sporten, afspreken met familie of vrienden, seks hebben, werken? Maak je je zorgen of ben je bang? Meestal krijg je ook elk jaar borstfoto's. Heb je een operatie gehad waarbij je een deel van je borst hebt gehouden , dan krijg je een foto van beide borsten. Als je hele borst is weggehaald , krijg je een foto van je andere borst. Als de arts denkt dat het nodig is, kun je ook een MRI krijgen. Merk je dat er iets is veranderd aan je borst , je oksel of het litteken? Of krijg je nieuwe klachten? Wacht dan niet op je volgende afspraak in het ziekenhuis, maar maak eerder een afspraak. Soms is meer onderzoek nodig."
Borstkanker,Ik heb borstkanker gehad. Hoe ga ik om met klachten na de behandeling?,https://www.thuisarts.nl/borstkanker/borstkanker-gehad-omgaan-met-klachten,2026-05-31 14:49:16,a87a2b1d0077b929f19b95b8d8b1ee6ae4b19175097f6b02bab7d7e1afd22f5e,"• Na je behandeling van borstkanker kun je klachten hebben. Je bent bijvoorbeeld erg moe. Of je hebt een dikke arm of hand.
• Bespreek je klachten met je arts of verpleegkundige in het ziekenhuis, of met je huisarts.
• Vaak kun je een behandeling of hulp krijgen. Of zelf dingen doen om minder last te hebben.
• Je kunt ook hulp krijgen bij problemen met je werk, relatie of seks.","Last van het litteken Pijn die langer blijft Last van handen of voeten Moeilijk zwanger kunnen worden Na de behandeling van borstkanker kun je bijvoorbeeld deze klachten hebben: Je hebt een dikke arm of hand. Je hebt last van je schouder. Je hebt last van het litteken. Je bent zwaarder geworden. Je hebt last van je handen of voeten. Je hebt overgangsklachten. Bijvoorbeeld opvliegers of 's nachts zweten. Je hebt problemen met denken. Je kunt bijvoorbeeld dingen niet goed onthouden. Of je aandacht ergens niet goed bij houden. Je kunt je zorgen maken of onzeker zijn. Of misschien ben je somber of bang. Of heb je problemen met seks of je relatie. Bespreek dit met je arts of verpleegkundige tijdens je controles . Merk je dat er iets is veranderd aan je borst , je oksel of het litteken? Of krijg je nieuwe klachten? Wacht dan niet op je volgende afspraak in het ziekenhuis, maar maak eerder een afspraak. Soms is meer onderzoek nodig. Krijg je geen controles meer in het ziekenhuis? Maak dan een afspraak bij je huisarts."
